year,ageb_id,prec,prec_vol,runoff
2000.0,5959.0,740.0233819480001,121644.934001,0.0
2000.0,5960.0,736.3366089760001,141325.38431300002,0.0
2000.0,5961.0,742.824367753,134018.754559,0.0
2000.0,5962.0,739.104013347,159040.573803,0.0
2000.0,5963.0,743.5615028489999,132554.473404,0.0
2000.0,5964.0,740.2190490039999,100534.16625,0.0
2000.0,5965.0,731.784830291,495187.75861099997,0.0
2000.0,5966.0,726.7455739389999,545142.8448579999,0.0
2000.0,5967.0,729.271138975,223239.91145,0.0
2000.0,5968.0,751.188334916,427664.008325,0.0
2000.0,5969.0,741.914734023,129362.565573,0.0
2000.0,5970.0,744.399963955,84469.5390398,0.0
2000.0,5971.0,738.5754946589999,332840.921173,0.0
2000.0,5972.0,737.773847869,327775.375608,0.0
2000.0,5973.0,732.339577271,165113.6436,0.0
2000.0,5974.0,734.382138465,124167.99099,0.0
2000.0,5975.0,729.1012337289999,233410.84824899997,0.0
2000.0,5976.0,757.473596319,426752.208635,0.0
2000.0,5977.0,752.0509762930001,199567.017625,0.0
2000.0,5978.0,743.417401277,132427.20911300002,0.0
2000.0,5979.0,745.318709367,200863.19541,0.0
2000.0,5980.0,739.19948595,198919.719297,0.0
2000.0,5981.0,742.22543168,203931.952831,0.0
2000.0,5982.0,736.8785918489999,162286.69910899998,0.0
2000.0,5983.0,736.62689075,257310.29135,0.0
2000.0,5984.0,732.708211607,174724.62769000002,0.0
2000.0,5985.0,729.4069303030001,286308.836763,0.0
2000.0,5986.0,731.8835075710001,248762.85244400002,0.0
2000.0,5987.0,727.5147970080001,1005148.8665299999,0.0
2000.0,5988.0,724.219313877,108926.877979,0.0
2000.0,5989.0,721.721358958,164634.487701,0.0
2000.0,5990.0,717.9769941339999,125065.295002,0.0
2000.0,5991.0,719.37289801,138280.776951,0.0
2000.0,5992.0,718.038871935,147714.975403,0.0
2000.0,5993.0,716.741264528,188229.697831,0.0
2000.0,5994.0,749.176858432,214699.56408399998,0.0
2000.0,5995.0,754.075354735,174905.05481099998,0.0
2000.0,5996.0,739.7546777760001,231523.59215100002,0.0
2000.0,5997.0,742.111178225,266645.293621,0.0
2000.0,5998.0,736.2203954339999,156687.40656,0.0
2000.0,5999.0,735.35072354,242878.14776599998,0.0
2000.0,6000.0,735.97145338,233260.496208,0.0
2000.0,6001.0,733.1916374010001,176273.041903,0.0
2000.0,6002.0,724.198262665,292179.587981,0.0
2000.0,6003.0,719.635105668,149597.85946900002,0.0
2000.0,6004.0,719.656048853,107639.039427,0.0
2000.0,6005.0,718.192900695,105269.232148,0.0
2000.0,6006.0,716.3060105630001,152067.198159,0.0
2000.0,6007.0,770.0916019160001,163187.284356,0.0
2000.0,6008.0,771.573174245,136767.74919200002,0.0
2000.0,6009.0,774.359067203,129791.27494100001,0.0
2000.0,6010.0,778.1278857689999,152198.436603,0.0
2000.0,6011.0,761.909391751,335123.068802,0.0
2000.0,6012.0,756.153756972,342048.84311799996,0.0
2000.0,6013.0,748.9994860969999,325435.319831,0.0
2000.0,6014.0,742.1772453310001,295786.000505,0.0
2000.0,6015.0,746.792464043,295241.583758,0.0
2000.0,6016.0,740.099863195,190217.058679,0.0
2000.0,6017.0,741.520404859,162512.136925,0.0
2000.0,6018.0,736.212135529,244832.50725300002,0.0
2000.0,6019.0,730.341239172,175005.11340899998,0.0
2000.0,6020.0,727.0557653569999,128039.803794,0.0
2000.0,6021.0,726.6678003039999,73207.70863430001,0.0
2000.0,6022.0,721.466124637,393467.623893,0.0
2000.0,6023.0,720.5010251369999,93950.7514022,0.0
2000.0,6024.0,717.381569656,170507.864837,0.0
2000.0,6025.0,748.6448234689999,235006.946058,0.0
2000.0,6026.0,742.8835922889999,116296.38195699999,0.0
2000.0,6027.0,745.3435974460001,143499.539707,0.0
2000.0,6028.0,738.193297855,330427.48333099997,0.0
2000.0,6029.0,732.82979703,163596.621963,0.0
2000.0,6030.0,732.924744758,196132.03959600002,0.0
2000.0,6031.0,728.9087160839999,177759.333775,0.0
2000.0,6032.0,718.847910697,1470471.1930000002,0.0
2000.0,6033.0,720.238801237,1389962.97856,0.0
2000.0,6034.0,732.049547166,39091.5717312,0.0
2000.0,6035.0,730.4703185980001,54412.5543367,0.0
2000.0,6036.0,732.671655823,101794.993034,0.0
2000.0,6037.0,737.508382296,737723.483991,0.0
2000.0,6038.0,727.720385569,486206.21558,0.0
2000.0,6039.0,729.4987392930001,82959.437015,0.0
2000.0,6040.0,747.4634071989999,177884.252268,0.0
2000.0,6041.0,745.8810948739999,164871.879139,0.0
2000.0,6042.0,744.837199281,69555.4941714,0.0
2000.0,6043.0,748.83454111,48202.291453800004,0.0
2000.0,6044.0,749.283172203,247902.45275,0.0
2000.0,6045.0,750.792672418,58159.3900619,0.0
2000.0,6046.0,746.5555181369999,504118.04967700003,0.0
2000.0,6047.0,768.8760138480001,259649.78048400002,0.0
2000.0,6048.0,764.2325711889999,242008.31165999998,0.0
2000.0,6049.0,730.882916995,155702.847022,0.0
2000.0,6050.0,728.982596817,40234.6737736,0.0
2000.0,6051.0,758.782250351,277010.967115,0.0
2000.0,6052.0,765.1490875239999,161496.39415799998,0.0
2000.0,6053.0,758.445649236,207676.058647,0.0
2000.0,6054.0,734.103814832,111438.86115499999,0.0
2000.0,6055.0,733.125151632,97483.5407106,0.0
2000.0,6056.0,727.284908205,59206.955991400006,0.0
2000.0,6057.0,727.853125333,53567.979694199996,0.0
2000.0,6058.0,723.475936962,141414.398376,0.0
2000.0,6059.0,718.413006753,1207244.48379,0.0
2000.0,6060.0,745.812261686,53846.83235830001,0.0
2000.0,6061.0,745.018034015,36256.29294009999,0.0
2000.0,6062.0,772.572157153,536841.175818,0.0
2000.0,6063.0,763.630730182,198941.0343,0.0
2000.0,6064.0,758.686473911,224463.67598899998,0.0
2000.0,6065.0,750.493730037,342782.702952,0.0
2000.0,6066.0,748.3625133310001,353501.649067,0.0
2000.0,6067.0,742.414770488,391296.382064,0.0
2000.0,6068.0,733.77523091,903615.309602,0.0
2000.0,6069.0,724.974113014,200159.42014,0.0
2000.0,6070.0,721.119184153,223475.422881,0.0
2000.0,6071.0,715.938906484,352476.711244,0.0
2000.0,6072.0,784.09628862,299018.256834,0.0
2000.0,6073.0,774.207514906,298339.929852,0.0
2000.0,6074.0,765.664112837,316509.337434,0.0
2000.0,6075.0,758.612284705,288721.776522,0.0
2000.0,6076.0,751.4749028030001,434121.28828800004,0.0
2000.0,6077.0,739.935324543,482983.23201000004,0.0
2000.0,6078.0,728.472854083,169944.74590799998,0.0
2000.0,6079.0,728.536970625,190758.50667899998,0.0
2000.0,6080.0,723.1325025960001,222593.320724,0.0
2000.0,6081.0,719.077405763,262187.558107,0.0
2000.0,6082.0,715.898393487,257292.732171,0.0
2000.0,6083.0,714.855498292,338823.844255,0.0
2000.0,6084.0,796.229868197,129573.817878,0.0
2000.0,6085.0,790.176835746,143212.72198099998,0.0
2000.0,6086.0,777.215667465,128144.83216099998,0.0
2000.0,6087.0,784.1077265739999,365627.975245,0.0
2000.0,6088.0,763.1384070969999,495448.066833,0.0
2000.0,6089.0,749.566512745,262146.715029,0.0
2000.0,6090.0,744.1747121389999,230640.721577,0.0
2000.0,6091.0,734.847286238,176043.950264,0.0
2000.0,6092.0,734.442480717,161170.93393199999,0.0
2000.0,6093.0,720.5340437460001,270271.4177,0.0
2000.0,6094.0,712.5509008180001,163451.209616,0.0
2000.0,6095.0,806.597573526,100281.580667,0.0
2000.0,6096.0,804.7573882219999,28896.1780879,0.0
2000.0,6097.0,800.558251291,119469.859219,0.0
2000.0,6098.0,794.4795002510001,52865.5080949,0.0
2000.0,6099.0,796.686961181,81764.6504497,0.0
2000.0,6100.0,791.913764685,94217.3232526,0.0
2000.0,6101.0,776.601538902,330429.68940900004,0.0
2000.0,6102.0,775.1842512000001,308064.416699,0.0
2000.0,6103.0,759.8345207,256010.87637600003,0.0
2000.0,6104.0,752.5960920489999,387550.483484,0.0
2000.0,6105.0,743.326345638,202473.588438,0.0
2000.0,6106.0,737.6087878469999,95010.6171613,0.0
2000.0,6107.0,732.6980033210001,155830.890557,0.0
2000.0,6108.0,728.4499315019999,210688.22897,0.0
2000.0,6109.0,722.566505452,133024.86360799999,0.0
2000.0,6110.0,724.356266948,123949.77129300001,0.0
2000.0,6111.0,718.304302826,255210.177961,0.0
2000.0,6112.0,800.571186547,215412.33425100002,0.0
2000.0,6113.0,789.100925689,197808.891698,0.0
2000.0,6114.0,756.277286096,495216.69697600004,0.0
2000.0,6115.0,725.0323340580001,154073.79295899998,0.0
2000.0,6116.0,713.5642429510001,310456.670265,0.0
2000.0,6117.0,784.678663329,269303.473365,0.0
2000.0,6118.0,776.98015081,211413.519778,0.0
2000.0,6119.0,771.801999465,213929.35708800002,0.0
2000.0,6120.0,767.8122653,340474.953178,0.0
2000.0,6121.0,761.2729098130001,398919.050363,0.0
2000.0,6122.0,753.9017113739999,294554.62468,0.0
2000.0,6123.0,748.428066964,420831.802835,0.0
2000.0,6124.0,745.78733722,268699.38636,0.0
2000.0,6125.0,742.249902162,238164.103548,0.0
2000.0,6126.0,739.029610879,248297.983999,0.0
2000.0,6127.0,732.3264408189999,371805.121896,0.0
2000.0,6128.0,735.346160062,284903.607508,0.0
2000.0,6129.0,815.7258985469999,5920106.74676,0.0
2000.0,6130.0,786.1915075610001,240983.101704,0.0
2000.0,6131.0,791.372884505,179722.126614,0.0
2000.0,6132.0,781.1562762369999,252906.688082,0.0
2000.0,6133.0,778.140643607,417506.481829,0.0
2000.0,6134.0,771.757722281,165979.97461,0.0
2000.0,6135.0,762.48616073,195977.125553,0.0
2000.0,6136.0,757.266873302,214175.296853,0.0
2000.0,6137.0,752.1391775669999,220761.462114,0.0
2000.0,6138.0,739.922107408,266867.202592,0.0
2000.0,6139.0,737.1716233989999,185995.595379,0.0
2000.0,6140.0,737.774606269,200183.85883699998,0.0
2000.0,6141.0,729.46112718,561251.714769,0.0
2000.0,6142.0,727.1276573289999,116888.117357,0.0
2000.0,6143.0,718.515371145,99348.00666939998,0.0
2000.0,6144.0,787.688667106,488419.123321,0.0
2000.0,6145.0,780.544577158,299241.153942,0.0
2000.0,6146.0,766.925284692,269950.767207,0.0
2000.0,6147.0,768.979544848,330371.249013,0.0
2000.0,6148.0,771.6908913369999,227906.71281199998,0.0
2000.0,6149.0,757.709354105,165236.836225,0.0
2000.0,6150.0,753.087221955,214934.21770500002,0.0
2000.0,6151.0,730.9606575539999,127611.76142000001,0.0
2000.0,6152.0,736.366821648,126659.38781500001,0.0
2000.0,6153.0,729.249521713,541490.130121,0.0
2000.0,6154.0,848.58550289,1275540.40113,0.0
2000.0,6155.0,771.002451216,924541.143795,0.0
2000.0,6156.0,738.6984367360001,57021.4486923,0.0
2000.0,6157.0,736.6465266839999,37791.188915499995,0.0
2000.0,6158.0,767.3970225080001,281385.808943,0.0
2000.0,6159.0,773.960367265,395413.090941,0.0
2000.0,6160.0,725.987649394,249108.264102,0.0
2000.0,6161.0,733.1398332210001,298058.47133800003,0.0
2000.0,6162.0,726.619112344,48309.195389199995,0.0
2000.0,6163.0,725.856446454,216796.88281100002,0.0
